   0.0000000e+00   0.0000000e+00
  -8.9875518e+09  -4.4937759e+09
  -1.6851660e+10  -5.6172199e+09
  -2.5048640e+10  -6.2621599e+09
  -3.3105189e+10  -6.6210379e+09
  -4.1233639e+10  -6.8722732e+09
  -4.9320480e+10  -7.0457829e+09
  -5.7433524e+10  -7.1791905e+09
  -6.5529014e+10  -7.2810016e+09
  -7.3636833e+10  -7.3636833e+09
  -8.1735664e+10  -7.4305149e+09
  -8.9841247e+10  -7.4867706e+09
  -9.7941629e+10  -7.5339715e+09
  -1.0604610e+11  -7.5747216e+09
  -1.1414730e+11  -7.6098200e+09
  -1.2225116e+11  -7.6406976e+09
  -1.3035283e+11  -7.6678134e+09
  -1.3845632e+11  -7.6920180e+09
  -1.4655828e+11  -7.7135936e+09
  -1.5466154e+11  -7.7330772e+09
  -1.6276369e+11  -7.7506517e+09
  -1.7086680e+11  -7.7666726e+09
  -1.7896907e+11  -7.7812637e+09
  -1.8707207e+11  -7.7946697e+09
  -1.9517443e+11  -7.8069772e+09
  -2.0327736e+11  -7.8183600e+09
  -2.1137978e+11  -7.8288808e+09
  -2.1948266e+11  -7.8386664e+09
  -2.2758513e+11  -7.8477630e+09
  -2.3568796e+11  -7.8562654e+09
  -2.4379047e+11  -7.8642086e+09
  -2.5189327e+11  -7.8716647e+09
  -2.5999580e+11  -7.8786607e+09
  -2.6809858e+11  -7.8852524e+09
  -2.7620114e+11  -7.8914610e+09
  -2.8430390e+11  -7.8973305e+09
  -2.9240647e+11  -7.9028775e+09
  -3.0050921e+11  -7.9081372e+09
  -3.0861180e+11  -7.9131230e+09
  -3.1671453e+11  -7.9178633e+09
  -3.2481712e+11  -7.9223689e+09
  -3.3291985e+11  -7.9266631e+09
  -3.4102245e+11  -7.9307547e+09
  -3.4912517e+11  -7.9346629e+09
  -3.5722778e+11  -7.9383951e+09
  -3.6533049e+11  -7.9419671e+09
  -3.7343310e+11  -7.9453852e+09
  -3.8153581e+11  -7.9486627e+09
  -3.8963843e+11  -7.9518047e+09
  -3.9774113e+11  -7.9548226e+09
  -4.0584375e+11  -7.9577207e+09
  -4.1394645e+11  -7.9605086e+09
  -4.2204908e+11  -7.9631902e+09
  -4.3015177e+11  -7.9657735e+09
  -4.3825440e+11  -7.9682619e+09
  -4.4635709e+11  -7.9706624e+09
  -4.5445973e+11  -7.9729777e+09
  -4.6256241e+11  -7.9752140e+09
  -4.7066505e+11  -7.9773738e+09
  -4.7876774e+11  -7.9794623e+09
  -4.8687038e+11  -7.9814816e+09
  -4.9497306e+11  -7.9834364e+09
  -5.0307570e+11  -7.9853286e+09
  -5.1117838e+11  -7.9871622e+09
  -5.1928102e+11  -7.9889388e+09
  -5.2738370e+11  -7.9906621e+09
  -5.3548635e+11  -7.9923336e+09
  -5.4358902e+11  -7.9939562e+09
  -5.5169167e+11  -7.9955315e+09
  -5.5979435e+11  -7.9970621e+09
  -5.6789700e+11  -7.9985492e+09
  -5.7599967e+11  -7.9999954e+09
  -5.8410232e+11  -8.0014016e+09
  -5.9220499e+11  -8.0027702e+09
  -6.0030764e+11  -8.0041019e+09
  -6.0841031e+11  -8.0053989e+09
  -6.1651297e+11  -8.0066619e+09
  -6.2461564e+11  -8.0078928e+09
  -6.3271829e+11  -8.0090923e+09
  -6.4082096e+11  -8.0102620e+09
  -6.4892361e+11  -8.0114026e+09
  -6.5702628e+11  -8.0125156e+09
  -6.6512894e+11  -8.0136016e+09
  -6.7323160e+11  -8.0146620e+09
  -6.8133426e+11  -8.0156972e+09
