   0.0000000e+00   0.0000000e+00
  -2.1152683e+10  -5.2881707e+09
  -7.3618642e+10  -8.1798491e+09
  -1.6059306e+11  -1.0037066e+10
  -2.8362755e+11  -1.1345102e+10
  -4.4364071e+11  -1.2323353e+10
  -6.4124061e+11  -1.3086543e+10
  -8.7685983e+11  -1.3700935e+10
  -1.1508219e+12  -1.4207678e+10
  -1.4633781e+12  -1.4633781e+10
  -1.8147292e+12  -1.4997762e+10
  -2.2050392e+12  -1.5312772e+10
  -2.6344447e+12  -1.5588430e+10
  -3.1030614e+12  -1.5831946e+10
  -3.6109882e+12  -1.6048836e+10
  -4.1583109e+12  -1.6243402e+10
  -4.7451046e+12  -1.6419047e+10
  -5.3714355e+12  -1.6578504e+10
  -6.0373623e+12  -1.6723995e+10
  -6.7429377e+12  -1.6857344e+10
  -7.4882092e+12  -1.6980066e+10
  -8.2732194e+12  -1.7093428e+10
  -9.0980074e+12  -1.7198502e+10
  -9.9626087e+12  -1.7296196e+10
  -1.0867056e+13  -1.7387290e+10
  -1.1811379e+13  -1.7472454e+10
  -1.2795606e+13  -1.7552271e+10
  -1.3819762e+13  -1.7627247e+10
  -1.4883871e+13  -1.7697825e+10
  -1.5987955e+13  -1.7764394e+10
  -1.7132034e+13  -1.7827299e+10
  -1.8316129e+13  -1.7886845e+10
  -1.9540257e+13  -1.7943303e+10
  -2.0804436e+13  -1.7996917e+10
  -2.2108681e+13  -1.8047903e+10
  -2.3453007e+13  -1.8096456e+10
  -2.4837429e+13  -1.8142753e+10
  -2.6261960e+13  -1.8186953e+10
  -2.7726613e+13  -1.8229200e+10
  -2.9231400e+13  -1.8269625e+10
  -3.0776333e+13  -1.8308348e+10
  -3.2361423e+13  -1.8345478e+10
  -3.3986679e+13  -1.8381114e+10
  -3.5652113e+13  -1.8415348e+10
  -3.7357733e+13  -1.8448263e+10
  -3.9103549e+13  -1.8479938e+10
  -4.0889569e+13  -1.8510443e+10
  -4.2715801e+13  -1.8539844e+10
  -4.4582255e+13  -1.8568203e+10
  -4.6488936e+13  -1.8595574e+10
  -4.8435853e+13  -1.8622012e+10
  -5.0423012e+13  -1.8647564e+10
  -5.2450421e+13  -1.8672275e+10
  -5.4518086e+13  -1.8696189e+10
  -5.6626013e+13  -1.8719343e+10
  -5.8774208e+13  -1.8741776e+10
  -6.0962677e+13  -1.8763520e+10
  -6.3191426e+13  -1.8784610e+10
  -6.5460461e+13  -1.8805073e+10
  -6.7769785e+13  -1.8824940e+10
  -7.0119405e+13  -1.8844237e+10
  -7.2509325e+13  -1.8862988e+10
  -7.4939551e+13  -1.8881217e+10
  -7.7410086e+13  -1.8898947e+10
  -7.9920936e+13  -1.8916198e+10
  -8.2472104e+13  -1.8932990e+10
  -8.5063594e+13  -1.8949342e+10
  -8.7695412e+13  -1.8965271e+10
  -9.0367560e+13  -1.8980794e+10
  -9.3080043e+13  -1.8995927e+10
  -9.5832864e+13  -1.9010685e+10
  -9.8626027e+13  -1.9025082e+10
  -1.0145953e+14  -1.9039132e+10
  -1.0433339e+14  -1.9052847e+10
  -1.0724760e+14  -1.9066240e+10
  -1.1020217e+14  -1.9079322e+10
  -1.1319709e+14  -1.9092105e+10
  -1.1623237e+14  -1.9104598e+10
  -1.1930802e+14  -1.9116812e+10
  -1.2242404e+14  -1.9128756e+10
  -1.2558043e+14  -1.9140440e+10
  -1.2877719e+14  -1.9151872e+10
  -1.3201433e+14  -1.9163061e+10
  -1.3529184e+14  -1.9174014e+10
  -1.3860974e+14  -1.9184739e+10
  -1.4196802e+14  -1.9195243e+10
  -1.4536668e+14  -1.9205533e+10
  -1.4880574e+14  -1.9215617e+10
  -1.5228518e+14  -1.9225499e+10
  -1.5580502e+14  -1.9235187e+10
  -1.5936525e+14  -1.9244687e+10
  -1.6296588e+14  -1.9254003e+10
  -1.6660691e+14  -1.9263142e+10
  -1.7028835e+14  -1.9272108e+10
  -1.7401018e+14  -1.9280907e+10
  -1.7777242e+14  -1.9289542e+10
  -1.8157507e+14  -1.9298020e+10
  -1.8541813e+14  -1.9306345e+10
  -1.8930160e+14  -1.9314519e+10
  -1.9322549e+14  -1.9322549e+10
  -1.9718979e+14  -1.9330437e+10
  -2.0119451e+14  -1.9338188e+10
  -2.0523964e+14  -1.9345805e+10
  -2.0932520e+14  -1.9353291e+10
  -2.1345118e+14  -1.9360651e+10
  -2.1761758e+14  -1.9367887e+10
  -2.2182441e+14  -1.9375003e+10
  -2.2607166e+14  -1.9382001e+10
  -2.3035935e+14  -1.9388885e+10
  -2.3468746e+14  -1.9395658e+10
  -2.3905601e+14  -1.9402322e+10
  -2.4346499e+14  -1.9408880e+10
  -2.4791440e+14  -1.9415334e+10
  -2.5240425e+14  -1.9421687e+10
  -2.5693454e+14  -1.9427942e+10
  -2.6150526e+14  -1.9434101e+10
  -2.6611643e+14  -1.9440166e+10
  -2.7076803e+14  -1.9446139e+10
  -2.7546008e+14  -1.9452022e+10
  -2.8019258e+14  -1.9457818e+10
  -2.8496552e+14  -1.9463528e+10
  -2.8977890e+14  -1.9469155e+10
  -2.9463274e+14  -1.9474700e+10
  -2.9952702e+14  -1.9480165e+10
  -3.0446175e+14  -1.9485552e+10
  -3.0943694e+14  -1.9490863e+10
  -3.1445257e+14  -1.9496098e+10
  -3.1950866e+14  -1.9501261e+10
  -3.2460521e+14  -1.9506352e+10
  -3.2974221e+14  -1.9511373e+10
  -3.3491966e+14  -1.9516326e+10
  -3.4013758e+14  -1.9521211e+10
  -3.4539595e+14  -1.9526030e+10
  -3.5069478e+14  -1.9530785e+10
  -3.5603408e+14  -1.9535478e+10
  -3.6141384e+14  -1.9540108e+10
  -3.6683405e+14  -1.9544678e+10
  -3.7229474e+14  -1.9549188e+10
  -3.7779589e+14  -1.9553640e+10
  -3.8333750e+14  -1.9558036e+10
  -3.8891958e+14  -1.9562375e+10
  -3.9454213e+14  -1.9566660e+10
  -4.0020514e+14  -1.9570891e+10
  -4.0590863e+14  -1.9575069e+10
  -4.1165259e+14  -1.9579196e+10
  -4.1743701e+14  -1.9583271e+10
  -4.2326191e+14  -1.9587298e+10
  -4.2912728e+14  -1.9591275e+10
  -4.3503313e+14  -1.9595204e+10
  -4.4097945e+14  -1.9599087e+10
  -4.4696624e+14  -1.9602923e+10
  -4.5299352e+14  -1.9606714e+10
  -4.5906126e+14  -1.9610460e+10
  -4.6516949e+14  -1.9614163e+10
  -4.7131819e+14  -1.9617823e+10
  -4.7750738e+14  -1.9621441e+10
  -4.8373704e+14  -1.9625017e+10
  -4.9000718e+14  -1.9628552e+10
  -4.9631781e+14  -1.9632048e+10
  -5.0266891e+14  -1.9635504e+10
  -5.0906050e+14  -1.9638922e+10
  -5.1549258e+14  -1.9642302e+10
  -5.2196513e+14  -1.9645645e+10
  -5.2847818e+14  -1.9648951e+10
  -5.3503170e+14  -1.9652221e+10
  -5.4162572e+14  -1.9655455e+10
  -5.4826022e+14  -1.9658655e+10
  -5.5493521e+14  -1.9661820e+10
  -5.6165068e+14  -1.9664952e+10
  -5.6840665e+14  -1.9668050e+10
  -5.7520310e+14  -1.9671116e+10
  -5.8204004e+14  -1.9674150e+10
  -5.8891748e+14  -1.9677152e+10
  -5.9583540e+14  -1.9680123e+10
  -6.0279382e+14  -1.9683064e+10
  -6.0979273e+14  -1.9685974e+10
  -6.1683213e+14  -1.9688855e+10
  -6.2391203e+14  -1.9691706e+10
  -6.3103242e+14  -1.9694529e+10
  -6.3819330e+14  -1.9697324e+10
  -6.4539468e+14  -1.9700091e+10
  -6.5263656e+14  -1.9702831e+10
  -6.5991893e+14  -1.9705543e+10
  -6.6724180e+14  -1.9708229e+10
  -6.7460517e+14  -1.9710889e+10
  -6.8200903e+14  -1.9713523e+10
  -6.8945339e+14  -1.9716131e+10
  -6.9693826e+14  -1.9718715e+10
  -7.0446362e+14  -1.9721274e+10
  -7.1202948e+14  -1.9723808e+10
  -7.1963584e+14  -1.9726319e+10
  -7.2728270e+14  -1.9728806e+10
  -7.3497007e+14  -1.9731270e+10
  -7.4269793e+14  -1.9733711e+10
  -7.5046630e+14  -1.9736129e+10
  -7.5827517e+14  -1.9738525e+10
  -7.6612454e+14  -1.9740899e+10
  -7.7401442e+14  -1.9743251e+10
